Date and Time	Latitude of location reported by game	Longitude of location reported by game
2026-07-11T19:49:54.225Z	34.133490	-118.109748
2026-07-11T19:52:22.985Z	34.132824	-118.108203
2026-07-11T19:55:14.283Z	34.132440	-118.110318
2026-07-11T19:59:30.227Z	34.133140	-118.108120
2026-07-11T20:00:22.735Z	34.134325	-118.107257
2026-07-11T20:01:18.179Z	34.133716	-118.105941
2026-07-11T20:09:51.174Z	34.133795	-118.103119
2026-07-11T20:18:09.224Z	34.132069	-118.100193
2026-07-11T20:34:31.418Z	34.133912	-118.096965
2026-07-11T20:50:24.192Z	34.132342	-118.093336
2026-07-11T21:23:17.046Z	34.135061	-118.093192
2026-07-11T21:39:52.622Z	34.134669	-118.093433
2026-07-11T21:46:37.589Z	34.136335	-118.094121
2026-07-11T22:04:24.125Z	34.138215	-118.092755
2026-07-11T22:06:54.234Z	34.136614	-118.090567
2026-07-11T22:10:53.114Z	34.136611	-118.088340
2026-07-11T22:17:09.401Z	34.133693	-118.089420
2026-07-11T22:19:22.333Z	34.135806	-118.091050
2026-07-11T22:25:45.322Z	34.136281	-118.093626
2026-07-11T22:26:10.778Z	34.139059	-118.091549
2026-07-11T22:31:24.775Z	34.138009	-118.092992
2026-07-11T22:37:06.958Z	34.135502	-118.092333
2026-07-11T22:41:59.233Z	34.134190	-118.094352
2026-07-11T22:44:11.969Z	34.131509	-118.094439
2026-07-11T22:49:11.824Z	34.131453	-118.091701
2026-07-11T22:52:21.765Z	34.128187	-118.090597
2026-07-11T22:56:26.766Z	34.126362	-118.092252
2026-07-11T23:02:35.543Z	34.129618	-118.092459
2026-07-11T23:03:27.645Z	34.126756	-118.090801
2026-07-11T23:04:41.912Z	34.127029	-118.087956
2026-07-11T23:08:32.769Z	34.128951	-118.088912
2026-07-11T23:14:34.788Z	34.130578	-118.089842
2026-07-11T23:16:36.550Z	34.128943	-118.088676
2026-07-11T23:21:50.281Z	34.129003	-118.091604
2026-07-11T23:22:13.076Z	34.126199	-118.088961
2026-07-11T23:27:48.964Z	34.129451	-118.087830
2026-07-11T23:33:21.608Z	34.130366	-118.083810
2026-07-11T23:34:53.111Z	34.130836	-118.084264
2026-07-11T23:38:54.328Z	34.130639	-118.081120
2026-07-11T23:42:56.969Z	34.133647	-118.079838
2026-07-11T23:44:05.745Z	34.137022	-118.079396
2026-07-11T23:47:42.732Z	34.139710	-118.077753
2026-07-11T23:52:27.781Z	34.139812	-118.081490
2026-07-11T23:57:39.687Z	34.139114	-118.083715
2026-07-11T23:59:41.630Z	34.140405	-118.086797
2026-07-12T00:04:58.923Z	34.138887	-118.083813
2026-07-12T00:07:38.899Z	34.140618	-118.084462
2026-07-12T00:18:28.090Z	34.140020	-118.080469
2026-07-12T00:18:48.783Z	34.141065	-118.078914
2026-07-12T00:23:39.249Z	34.142240	-118.081560
2026-07-12T00:34:34.244Z	34.143697	-118.080872
2026-07-12T00:35:35.350Z	34.144086	-118.082102
2026-07-12T00:37:44.834Z	34.144819	-118.083131
2026-07-12T00:42:51.420Z	34.147518	-118.084369
2026-07-12T00:45:55.898Z	34.145833	-118.087343
2026-07-12T00:46:13.685Z	34.149203	-118.088154
2026-07-12T00:51:10.855Z	34.149176	-118.091266
2026-07-12T00:56:29.408Z	34.147397	-118.093793
2026-07-12T00:58:53.422Z	34.146544	-118.091324
2026-07-12T01:03:59.574Z	34.146219	-118.094550
2026-07-12T01:12:56.159Z	34.144482	-118.092565
2026-07-12T01:13:56.199Z	34.142716	-118.092954
2026-07-12T16:38:32.692Z	33.935898	-118.296871
2026-07-12T16:41:30.957Z	33.935177	-118.293064
2026-07-12T16:41:46.707Z	33.937412	-118.295257
2026-07-12T16:46:45.052Z	33.939821	-118.298049
2026-07-12T16:46:52.993Z	33.941086	-118.295760
2026-07-12T16:52:27.851Z	33.942128	-118.293085
2026-07-12T16:55:36.012Z	33.940625	-118.294007
2026-07-12T17:11:52.658Z	33.941187	-118.297986
2026-07-12T17:18:56.923Z	33.940465	-118.298776
2026-07-12T17:20:57.799Z	33.943137	-118.296318
2026-07-12T17:26:39.685Z	33.942201	-118.294513
2026-07-12T17:30:15.434Z	33.942743	-118.296511
2026-07-12T17:32:52.097Z	33.942284	-118.299715
2026-07-12T17:39:50.671Z	33.945016	-118.297657
2026-07-12T17:50:47.619Z	33.943264	-118.300922
2026-07-12T17:54:06.185Z	33.940637	-118.302477
2026-07-12T17:57:59.230Z	33.940453	-118.304939
2026-07-12T18:24:34.903Z	33.940536	-118.301946
2026-07-12T18:24:48.614Z	33.943812	-118.302222
2026-07-12T18:30:02.597Z	33.941732	-118.299461
2026-07-12T18:35:49.243Z	33.943375	-118.296272
2026-07-12T18:41:37.056Z	33.945621	-118.293752
2026-07-12T18:41:51.545Z	33.943245	-118.295963
2026-07-12T18:46:55.370Z	33.945936	-118.294639
2026-07-12T18:48:48.267Z	33.947733	-118.297070
2026-07-12T19:23:23.057Z	33.949218	-118.297246
2026-07-12T19:26:51.099Z	33.952229	-118.297788
2026-07-12T19:27:44.630Z	33.953772	-118.299712
2026-07-12T19:43:23.156Z	33.955862	-118.297010
2026-07-12T19:59:36.266Z	33.958785	-118.296466
2026-07-12T20:26:41.286Z	33.958785	-118.295039
2026-07-12T20:43:57.859Z	33.959762	-118.293159
2026-07-12T20:44:43.650Z	33.962473	-118.292542
2026-07-12T20:47:27.605Z	33.960273	-118.293583
2026-07-12T20:57:06.561Z	33.958399	-118.290669
2026-07-12T21:02:35.686Z	33.960441	-118.292260
2026-07-12T21:15:32.754Z	33.960209	-118.294576
2026-07-12T21:23:06.629Z	33.960797	-118.296017
2026-07-12T21:23:29.534Z	33.959643	-118.299752
2026-07-12T21:30:52.905Z	33.956977	-118.299703
2026-07-12T21:36:45.053Z	33.954238	-118.301552
2026-07-12T21:38:36.612Z	33.952696	-118.301540
2026-07-12T21:50:30.043Z	33.951543	-118.299224
2026-07-12T21:55:46.723Z	33.955098	-118.299669
2026-07-12T21:57:00.901Z	33.957868	-118.298849
2026-07-12T22:02:08.085Z	33.960467	-118.298193
2026-07-12T22:04:58.652Z	33.960452	-118.299733
2026-07-12T22:13:49.267Z	33.960613	-118.301049
2026-07-12T22:19:34.805Z	33.959784	-118.298845
2026-07-12T22:22:18.882Z	33.960612	-118.300218
2026-07-12T22:22:49.661Z	33.963361	-118.298586
2026-07-12T22:23:28.494Z	33.959933	-118.299625
2026-07-12T22:35:26.005Z	33.959940	-118.302048
2026-07-12T22:36:08.121Z	33.962240	-118.303605
2026-07-12T22:36:44.594Z	33.963091	-118.301932
2026-07-12T22:38:12.883Z	33.962962	-118.299511
2026-07-12T22:50:08.947Z	33.962619	-118.298426
2026-07-12T22:50:55.530Z	33.963288	-118.297517
2026-07-12T23:00:30.435Z	33.962092	-118.294619
2026-07-12T23:04:33.372Z	33.960608	-118.292335
2026-07-12T23:07:28.174Z	33.961927	-118.289523
2026-07-12T23:08:51.445Z	33.960188	-118.292904
2026-07-12T23:16:54.229Z	33.958249	-118.290196
2026-07-12T23:22:58.621Z	33.956343	-118.293657
2026-07-12T23:23:13.350Z	33.954376	-118.290740
2026-07-12T23:26:25.474Z	33.955705	-118.291818
2026-07-12T23:31:31.037Z	33.953320	-118.291381
2026-07-12T23:41:33.158Z	33.954236	-118.287837
2026-07-12T23:46:00.078Z	33.952260	-118.285980
2026-07-12T23:48:36.539Z	33.952008	-118.285289
2026-07-12T23:50:32.868Z	33.951492	-118.283034
2026-07-12T23:52:50.582Z	33.949852	-118.285686
2026-07-12T23:55:36.470Z	33.952839	-118.285681
2026-07-13T00:05:48.916Z	33.954860	-118.283370
2026-07-13T00:10:17.399Z	33.954006	-118.280904
2026-07-13T00:14:07.031Z	33.950730	-118.279481
2026-07-13T00:15:12.334Z	33.949342	-118.280920
2026-07-13T00:22:56.062Z	33.949785	-118.280648
2026-07-13T00:29:47.841Z	33.950834	-118.280215
2026-07-13T00:43:17.635Z	33.952753	-118.278706
2026-07-13T00:43:47.310Z	33.952198	-118.281192
2026-07-13T00:56:17.744Z	33.951345	-118.280094
2026-07-13T01:00:33.389Z	33.953052	-118.278682
2026-07-13T01:07:56.590Z	33.951441	-118.277693
2026-07-13T01:12:36.250Z	33.951874	-118.277187
2026-07-13T01:16:00.501Z	33.950498	-118.277094
2026-07-13T01:22:04.481Z	33.948543	-118.273720
2026-07-13T01:27:29.064Z	33.946260	-118.273273
2026-07-13T01:31:16.442Z	33.945289	-118.272111
2026-07-13T01:35:48.329Z	33.944536	-118.273103
2026-07-13T01:38:37.759Z	33.944670	-118.269703
2026-07-13T01:46:40.983Z	33.942836	-118.271658
2026-07-13T01:53:45.730Z	33.943894	-118.272365
2026-07-13T01:58:46.895Z	33.942717	-118.273911
2026-07-13T16:41:57.951Z	41.874322	-87.535770
2026-07-13T16:51:35.488Z	41.874461	-87.534853
2026-07-13T17:02:20.180Z	41.877590	-87.532535
2026-07-13T17:11:26.031Z	41.876297	-87.528784
2026-07-13T20:52:28.751Z	34.135721	-118.178840
2026-07-13T20:52:39.624Z	34.134109	-118.178069
2026-07-13T20:57:32.061Z	34.133168	-118.176442
2026-07-13T20:57:43.650Z	34.131505	-118.179527
2026-07-13T21:02:44.829Z	34.133208	-118.183219
2026-07-13T21:02:55.791Z	34.133461	-118.187229
2026-07-13T21:07:50.413Z	34.132661	-118.189154
2026-07-13T21:08:59.367Z	34.134706	-118.187517
2026-07-13T21:12:54.362Z	34.134088	-118.184770
2026-07-13T21:14:20.536Z	34.136446	-118.182852
2026-07-13T21:18:06.929Z	34.133638	-118.183883
2026-07-13T21:19:49.106Z	34.131614	-118.183349
2026-07-13T21:23:30.998Z	34.131291	-118.181576
2026-07-13T21:24:55.606Z	34.131222	-118.181152
2026-07-13T21:28:57.925Z	34.133606	-118.180093
2026-07-13T21:32:45.896Z	34.134786	-118.177712
2026-07-13T21:34:11.431Z	34.132533	-118.180648
2026-07-13T21:38:11.337Z	34.130718	-118.183901
2026-07-13T21:39:35.901Z	34.129879	-118.183830
2026-07-13T21:44:07.655Z	34.131155	-118.186094
2026-07-13T21:44:43.513Z	34.130687	-118.185452
2026-07-14T02:47:10.492Z	35.675032	139.575335
2026-07-14T02:48:52.928Z	35.672307	139.573925
2026-07-14T02:52:34.723Z	35.673565	139.576959
2026-07-14T02:57:39.832Z	35.674111	139.579212
2026-07-14T03:03:51.740Z	35.674240	139.579907
2026-07-14T03:08:31.284Z	35.670960	139.578730
2026-07-14T03:12:13.290Z	35.672013	139.575182
2026-07-14T03:15:32.286Z	35.673157	139.577399
2026-07-14T03:19:32.489Z	35.675741	139.577544
2026-07-14T03:26:13.185Z	35.674197	139.578561
2026-07-14T03:29:56.013Z	35.671773	139.581523
2026-07-14T03:31:00.545Z	35.672211	139.582110
2026-07-14T03:32:22.809Z	35.672809	139.586192
2026-07-14T03:35:43.172Z	35.670388	139.589140
2026-07-14T03:37:48.610Z	35.669062	139.590567
2026-07-14T03:39:59.786Z	35.670789	139.588692
2026-07-14T03:41:42.159Z	35.667548	139.589337
2026-07-14T03:43:11.158Z	35.666014	139.585892
2026-07-14T03:44:43.123Z	35.663752	139.584304
2026-07-14T03:47:58.181Z	35.664134	139.584766
2026-07-14T03:50:54.181Z	35.661309	139.582306
2026-07-14T03:54:24.220Z	35.663367	139.585763
2026-07-14T03:55:04.673Z	35.661115	139.583573
2026-07-14T03:59:36.216Z	35.659834	139.584164
2026-07-14T04:01:11.194Z	35.657918	139.581510
2026-07-14T04:06:42.274Z	35.658761	139.584343
2026-07-14T04:12:00.165Z	35.659529	139.583850
2026-07-14T04:12:55.194Z	35.662976	139.583008
2026-07-14T04:13:08.468Z	35.665958	139.584754
2026-07-14T04:13:59.162Z	35.669224	139.585027
2026-07-14T04:14:42.140Z	35.668913	139.586394
2026-07-14T04:15:37.215Z	35.667293	139.589146
2026-07-14T04:16:07.209Z	35.666634	139.586376
2026-07-14T04:16:25.497Z	35.668402	139.583560
2026-07-14T04:21:42.197Z	35.671185	139.581558
2026-07-14T04:37:31.224Z	35.672530	139.580896
2026-07-14T05:06:00.468Z	35.670421	139.577755
2026-07-14T15:26:10.952Z	34.125407	-118.216328
2026-07-14T15:27:52.149Z	34.128106	-118.214746
2026-07-14T15:28:05.377Z	34.126611	-118.217830
2026-07-14T15:28:34.180Z	34.126006	-118.217760
2026-07-14T15:28:48.155Z	34.124376	-118.214559
2026-07-14T15:29:14.145Z	34.127190	-118.217012
2026-07-14T15:30:01.171Z	34.126336	-118.217862
2026-07-14T15:30:55.138Z	34.128895	-118.217803
2026-07-14T15:31:23.170Z	34.126750	-118.214843
2026-07-14T15:31:33.781Z	34.125056	-118.214954
2026-07-14T15:32:10.821Z	34.123819	-118.218490
2026-07-14T15:32:50.796Z	34.122619	-118.222554
2026-07-14T15:33:03.226Z	34.123358	-118.225474
2026-07-14T15:33:14.026Z	34.123573	-118.221735
2026-07-14T15:34:35.237Z	34.122887	-118.224080
2026-07-14T15:35:48.478Z	34.124350	-118.223713
2026-07-14T15:37:51.229Z	34.125698	-118.226287
2026-07-14T15:40:14.134Z	34.125544	-118.225100
2026-07-14T15:41:40.378Z	34.127393	-118.224267
2026-07-14T15:41:51.506Z	34.128025	-118.221233
2026-07-14T15:42:48.745Z	34.127819	-118.218167
2026-07-14T15:46:29.473Z	34.129276	-118.217452
2026-07-14T15:47:23.015Z	34.128421	-118.219929
2026-07-14T15:48:11.896Z	34.130117	-118.216863
2026-07-14T15:48:22.781Z	34.128256	-118.217141
2026-07-14T15:48:40.665Z	34.128328	-118.216249
2026-07-14T15:49:06.811Z	34.130691	-118.217758
2026-07-14T15:52:31.656Z	34.128719	-118.216434
2026-07-14T15:53:28.841Z	34.129187	-118.219553
2026-07-14T15:54:20.081Z	34.125944	-118.218265
2026-07-14T15:58:03.086Z	34.128513	-118.219288
2026-07-14T16:00:39.434Z	34.129218	-118.219432
2026-07-14T16:03:28.444Z	34.129914	-118.220477
2026-07-14T16:06:04.300Z	34.129632	-118.222465
2026-07-14T16:10:06.069Z	34.130625	-118.220100
2026-07-14T16:13:39.471Z	34.128723	-118.221209
2026-07-14T16:15:28.701Z	34.130216	-118.218849
2026-07-14T16:18:48.790Z	34.130627	-118.217209
2026-07-14T16:22:51.225Z	34.128572	-118.216978
2026-07-14T16:25:34.733Z	34.130483	-118.214313
2026-07-14T16:58:45.308Z	34.130074	-118.216294
2026-07-14T17:00:18.900Z	34.131222	-118.213593
