Player_Latitude,Player_Longitude,Fort_Latitude,Fort_Longitude,Timestamp
34.120000,-118.200000,34.120000,-118.200000,2026-07-17 17:50:40.741 UTC
33.960000,-118.120000,33.960000,-118.120000,2025-06-16 14:56:10.785 UTC
33.920000,-118.280000,33.920000,-118.280000,2025-06-16 14:24:46.175 UTC
34.080000,-118.160000,34.080000,-118.160000,2025-06-16 00:47:46.184 UTC
34.000000,-118.320000,34.000000,-118.320000,2025-06-16 18:26:36.992 UTC
33.880000,-118.320000,33.880000,-118.320000,2025-06-21 03:01:06.125 UTC
33.880000,-118.320000,33.880000,-118.320000,2025-06-21 23:37:45.204 UTC
35.640000,139.640000,35.640000,139.640000,2025-06-21 23:00:17.136 UTC
34.080000,-118.160000,34.080000,-118.160000,2025-06-21 03:50:44.599 UTC
51.520000,-0.080000,51.520000,-0.080000,2025-09-24 14:56:50.101 UTC
34.160000,-118.360000,34.160000,-118.360000,2025-09-24 14:03:25.139 UTC
34.200000,-118.360000,34.200000,-118.360000,2025-07-01 14:57:24.144 UTC
34.080000,-118.160000,34.080000,-118.160000,2025-11-01 23:35:41.178 UTC
33.880000,-118.320000,33.880000,-118.320000,2025-11-01 21:01:41.72 UTC
34.080000,-118.160000,34.080000,-118.160000,2025-11-01 21:29:38.77 UTC
34.080000,-118.160000,34.080000,-118.160000,2025-11-01 22:50:18.165 UTC
34.160000,-118.360000,34.160000,-118.360000,2025-11-01 17:24:05.164 UTC
33.920000,-118.280000,33.920000,-118.280000,2025-11-01 16:17:55.177 UTC
34.080000,-118.160000,34.080000,-118.160000,2025-11-01 16:12:08.268 UTC
34.160000,-118.240000,34.160000,-118.240000,2025-11-01 01:26:53.273 UTC
34.080000,-118.160000,34.080000,-118.160000,2026-01-18 23:46:38.793 UTC
34.080000,-118.160000,34.080000,-118.160000,2026-01-18 00:10:48.043 UTC
34.120000,-118.160000,33.920000,-118.280000,2025-09-13 20:50:21.832 UTC
51.520000,-0.080000,51.520000,-0.080000,2025-12-05 15:54:58.143 UTC
34.120000,-118.160000,34.120000,-118.160000,2025-12-05 01:55:18.664 UTC
33.960000,-118.200000,33.920000,-118.360000,2025-12-05 02:52:19.809 UTC
34.160000,-118.360000,34.160000,-118.360000,2025-12-05 02:24:03.378 UTC
34.000000,-118.360000,34.000000,-118.360000,2026-02-27 19:37:21.2 UTC
33.920000,-118.280000,33.920000,-118.280000,2026-02-27 19:29:31.329 UTC
33.960000,-118.240000,33.960000,-118.240000,2026-02-27 15:58:40.174 UTC
34.080000,-118.160000,34.080000,-118.160000,2026-02-27 01:46:01.754 UTC
34.120000,-118.200000,34.120000,-118.200000,2026-02-27 15:43:17.2 UTC
33.920000,-118.200000,33.920000,-118.200000,2026-01-01 00:20:32.166 UTC
34.160000,-118.360000,34.160000,-118.360000,2025-07-31 14:04:41.956 UTC
33.920000,-118.280000,47.600000,-122.320000,2025-11-05 20:48:58.468 UTC
33.960000,-118.240000,33.960000,-118.240000,2025-11-05 19:29:33.026 UTC
34.000000,-118.040000,34.000000,-118.040000,2025-11-05 14:16:18.826 UTC
35.680000,139.720000,35.680000,139.720000,2025-11-05 02:10:14.688 UTC
33.880000,-118.320000,34.000000,-118.040000,2026-04-11 21:25:56.222 UTC
33.880000,-118.320000,34.080000,-118.160000,2025-08-24 20:57:43.245 UTC
34.080000,-118.160000,34.080000,-118.160000,2025-08-24 20:43:20.253 UTC
34.080000,-118.160000,34.080000,-118.160000,2025-08-24 20:04:49.234 UTC
33.880000,-118.320000,33.880000,-118.320000,2025-08-30 23:28:40.832 UTC
34.080000,-118.160000,34.080000,-118.160000,2025-08-30 22:59:43.584 UTC
33.880000,-118.320000,33.880000,-118.320000,2025-08-30 21:36:24.134 UTC
33.880000,-118.320000,34.080000,-118.160000,2025-08-30 21:02:51.111 UTC
34.120000,-118.320000,34.120000,-118.320000,2025-08-30 02:31:29.337 UTC
51.520000,-0.040000,51.520000,-0.040000,2026-05-27 15:41:57.23 UTC
-23.520000,-46.560000,-23.520000,-46.560000,2026-05-27 15:37:33.178 UTC
34.080000,-118.120000,34.080000,-118.120000,2026-07-14 23:34:23.48 UTC
34.080000,-118.120000,34.080000,-118.120000,2026-07-14 23:49:58.783 UTC
34.080000,-118.120000,34.080000,-118.120000,2026-07-14 21:43:30.858 UTC
34.080000,-118.120000,34.080000,-118.120000,2026-07-14 21:02:28.617 UTC
34.080000,-118.120000,34.080000,-118.120000,2026-07-14 20:30:59.806 UTC
34.080000,-118.120000,34.080000,-118.120000,2026-07-14 23:17:24.192 UTC
34.080000,-118.120000,34.080000,-118.120000,2026-07-14 22:15:45.203 UTC
34.080000,-118.120000,34.080000,-118.120000,2026-07-14 21:59:29.153 UTC
34.200000,-118.240000,34.200000,-118.240000,2026-07-14 18:20:14.56 UTC
34.200000,-118.240000,34.200000,-118.240000,2026-07-14 17:26:57.27 UTC
34.200000,-118.240000,34.200000,-118.240000,2026-07-14 15:52:31.634 UTC
33.960000,-118.200000,33.960000,-118.200000,2026-07-14 03:53:38.797 UTC
33.960000,-118.200000,33.960000,-118.200000,2026-07-14 04:11:22.136 UTC
34.000000,-118.280000,34.000000,-118.280000,2026-07-14 18:47:07.956 UTC
34.000000,-118.280000,34.000000,-118.280000,2026-07-14 18:28:45.916 UTC
34.000000,-118.280000,34.000000,-118.280000,2026-07-14 15:48:22.763 UTC
47.560000,-122.280000,47.560000,-122.280000,2026-07-14 04:16:32.146 UTC
34.160000,-118.280000,34.160000,-118.280000,2026-07-14 03:50:33.197 UTC
34.000000,-118.440000,34.000000,-118.440000,2026-07-14 02:47:06.18 UTC
34.040000,-118.320000,34.040000,-118.320000,2026-01-16 15:17:28.164 UTC
-23.520000,-46.560000,-23.520000,-46.560000,2026-01-16 15:13:07.18 UTC
34.080000,-118.160000,34.080000,-118.160000,2026-01-16 03:51:31.742 UTC
34.120000,-118.320000,34.120000,-118.320000,2026-06-07 20:36:03.016 UTC
35.680000,139.680000,35.680000,139.680000,2025-09-01 21:10:00.41 UTC
-33.840000,151.200000,-33.840000,151.200000,2026-01-03 17:14:42.253 UTC
34.080000,-118.160000,34.080000,-118.160000,2026-01-03 16:02:25.233 UTC
33.920000,-118.360000,33.920000,-118.360000,2026-01-03 21:56:20.22 UTC
51.520000,-0.200000,51.520000,-0.200000,2026-01-03 22:05:23.731 UTC
34.040000,-118.360000,34.040000,-118.360000,2026-01-03 22:16:45.184 UTC
34.120000,-118.320000,34.120000,-118.320000,2026-01-03 19:58:42.148 UTC
33.880000,-118.320000,33.880000,-118.320000,2025-07-19 23:00:01.202 UTC
33.880000,-118.320000,33.880000,-118.320000,2025-07-19 22:18:12.061 UTC
34.080000,-118.160000,34.080000,-118.160000,2025-07-19 23:03:11.481 UTC
34.080000,-118.160000,34.080000,-118.160000,2025-07-19 21:20:55.213 UTC
34.080000,-118.160000,34.080000,-118.160000,2025-07-19 23:50:40.708 UTC
34.160000,-118.360000,34.160000,-118.360000,2025-07-19 03:34:48.206 UTC
34.080000,-118.160000,34.080000,-118.160000,2025-07-19 22:22:29.861 UTC
34.080000,-118.160000,34.080000,-118.160000,2025-06-01 20:37:31.304 UTC
34.080000,-118.160000,34.080000,-118.160000,2025-06-01 21:13:53.967 UTC
34.080000,-118.160000,34.080000,-118.160000,2025-06-01 22:04:58.202 UTC
34.080000,-118.160000,34.080000,-118.160000,2025-06-01 22:43:40.158 UTC
34.160000,-118.360000,34.160000,-118.360000,2025-06-01 17:54:35.125 UTC
34.080000,-118.160000,33.880000,-118.320000,2025-06-25 02:11:03.144 UTC
34.080000,-118.160000,34.080000,-118.160000,2025-06-25 01:54:03.003 UTC
34.080000,-118.160000,34.080000,-118.160000,2025-06-25 01:02:27.92 UTC
33.920000,-118.280000,33.920000,-118.280000,2026-05-30 19:04:29.207 UTC
34.200000,-118.320000,34.200000,-118.320000,2026-05-30 20:37:14.749 UTC
34.120000,-118.240000,34.120000,-118.240000,2025-10-02 19:07:22.385 UTC
34.160000,-118.280000,34.160000,-118.280000,2025-10-02 23:40:54.331 UTC
-23.520000,-46.560000,-23.520000,-46.560000,2025-10-02 14:57:36.879 UTC
33.880000,-118.320000,33.880000,-118.320000,2025-10-02 01:46:59.831 UTC
34.080000,-118.160000,34.080000,-118.160000,2025-10-02 01:19:33.64 UTC
34.080000,-118.160000,34.080000,-118.160000,2025-10-02 01:23:47.915 UTC
34.160000,-118.120000,34.160000,-118.120000,2025-10-23 14:54:56.369 UTC
51.520000,-0.200000,51.520000,-0.200000,2025-08-21 15:04:17.186 UTC
-23.520000,-46.560000,-23.520000,-46.560000,2025-08-21 14:57:35.931 UTC
33.880000,-118.320000,33.880000,-118.320000,2025-08-21 01:32:57.733 UTC
34.080000,-118.160000,34.080000,-118.160000,2025-08-21 01:44:19.197 UTC
34.120000,-118.200000,34.120000,-118.200000,2025-08-21 23:59:54.098 UTC
34.080000,-118.160000,34.080000,-118.160000,2025-07-17 01:36:33.32 UTC
34.200000,-118.200000,34.200000,-118.200000,2025-09-09 18:55:26.546 UTC
33.920000,-118.280000,33.920000,-118.280000,2026-05-04 14:51:30.015 UTC
34.120000,-118.200000,34.120000,-118.200000,2026-03-16 15:00:48.152 UTC
-23.520000,-46.560000,-23.520000,-46.560000,2026-03-16 14:57:19.223 UTC
34.120000,-118.320000,34.120000,-118.320000,2026-03-16 21:01:21.188 UTC
33.880000,-118.320000,34.000000,-118.240000,2025-11-29 19:53:37.744 UTC
34.080000,-118.160000,34.080000,-118.160000,2025-11-29 19:28:45.053 UTC
34.080000,-118.160000,34.080000,-118.160000,2025-11-29 20:33:30.137 UTC
33.880000,-118.320000,34.080000,-118.160000,2025-11-29 19:12:54.486 UTC
33.880000,-118.320000,33.880000,-118.320000,2025-11-29 19:57:36.831 UTC
33.880000,-118.200000,33.880000,-118.200000,2026-02-07 21:12:12.24 UTC
34.080000,-118.160000,34.080000,-118.160000,2026-02-07 22:51:34.171 UTC
34.080000,-118.360000,34.080000,-118.360000,2026-02-07 17:43:20.863 UTC
34.080000,-118.360000,34.080000,-118.360000,2026-02-07 18:04:49.521 UTC
34.240000,-118.240000,34.240000,-118.240000,2026-02-07 23:55:57.17 UTC
34.160000,-118.360000,34.160000,-118.360000,2026-02-07 23:19:25.138 UTC
34.080000,-118.360000,34.080000,-118.360000,2026-02-07 17:58:02.419 UTC
51.520000,-0.080000,51.520000,-0.080000,2025-11-17 15:13:11.192 UTC
34.080000,-118.160000,34.080000,-118.160000,2025-11-17 00:08:24.268 UTC
34.080000,-118.160000,34.080000,-118.160000,2025-11-17 01:01:13.168 UTC
34.080000,-118.160000,34.080000,-118.160000,2025-11-17 00:20:35.917 UTC
34.160000,-118.360000,34.160000,-118.360000,2026-08-21 06:48:49.161 UTC
34.080000,-118.160000,34.000000,-118.040000,2025-12-21 04:34:46.5 UTC
35.640000,139.640000,35.640000,139.640000,2025-12-21 03:26:09.921 UTC
33.920000,-118.120000,33.920000,-118.120000,2025-12-21 05:36:15.154 UTC
33.920000,-118.160000,33.920000,-118.240000,2025-12-21 22:50:29.084 UTC
33.920000,-118.240000,33.920000,-118.240000,2025-12-21 21:56:02.106 UTC
33.920000,-118.240000,33.920000,-118.240000,2025-12-21 20:15:07.769 UTC
33.920000,-118.240000,33.920000,-118.240000,2025-12-21 20:25:25.542 UTC
33.920000,-118.240000,33.920000,-118.240000,2025-12-21 22:55:02.336 UTC
40.760000,-74.040000,40.760000,-74.040000,2025-12-21 17:12:22.022 UTC
35.640000,139.640000,35.640000,139.640000,2025-12-21 18:03:04.112 UTC
33.920000,-118.160000,33.920000,-118.160000,2025-12-21 19:06:56.941 UTC
33.920000,-118.160000,33.920000,-118.160000,2025-12-21 17:44:28.134 UTC
33.920000,-118.160000,33.920000,-118.160000,2025-12-21 20:42:16.311 UTC
33.920000,-118.160000,33.920000,-118.160000,2025-12-21 21:33:32.411 UTC
33.920000,-118.160000,33.920000,-118.160000,2025-12-21 22:19:21.618 UTC
33.920000,-118.160000,33.920000,-118.160000,2025-12-21 19:14:10.246 UTC
33.920000,-118.160000,33.920000,-118.160000,2025-12-21 17:39:45.169 UTC
33.920000,-118.160000,33.920000,-118.160000,2025-12-21 23:47:19.924 UTC
34.160000,-118.240000,34.160000,-118.240000,2025-12-21 05:39:59.182 UTC
33.920000,-118.160000,33.920000,-118.160000,2025-12-21 19:48:58.678 UTC
34.040000,-118.240000,34.040000,-118.240000,2026-05-20 15:31:43.298 UTC
-23.560000,-46.680000,-23.560000,-46.680000,2026-05-20 14:45:49.165 UTC
51.560000,-0.080000,51.560000,-0.080000,2026-05-20 15:01:52.121 UTC
33.880000,-118.320000,33.880000,-118.320000,2026-05-07 01:08:50.998 UTC
33.880000,-118.320000,34.080000,-118.160000,2026-05-07 00:50:05.586 UTC
34.200000,-118.360000,34.200000,-118.360000,2026-02-15 17:34:45.185 UTC
34.120000,-118.120000,34.120000,-118.120000,2026-02-15 22:17:40.203 UTC
35.720000,139.680000,35.720000,139.680000,2025-09-10 18:19:09.155 UTC
34.040000,-118.240000,34.040000,-118.240000,2025-09-10 15:05:52.278 UTC
33.960000,-118.080000,33.960000,-118.080000,2025-09-10 14:50:13.146 UTC
33.880000,-118.200000,33.880000,-118.200000,2026-03-15 19:14:47.28 UTC
33.920000,-118.200000,33.920000,-118.200000,2026-03-15 19:18:15.162 UTC
33.920000,-118.200000,33.920000,-118.200000,2026-06-21 02:10:40.362 UTC
34.040000,-118.320000,34.040000,-118.320000,2026-01-26 15:28:01.138 UTC
33.960000,-118.320000,33.960000,-118.320000,2026-01-26 15:11:31.174 UTC
33.880000,-118.160000,33.880000,-118.160000,2026-02-11 02:53:40.085 UTC
-23.520000,-46.640000,34.080000,-118.360000,2026-02-11 14:54:30.187 UTC
34.200000,-118.120000,34.200000,-118.120000,2026-02-11 23:37:28.955 UTC
-23.520000,-46.640000,-23.520000,-46.640000,2026-02-11 21:00:35.404 UTC
-23.520000,-46.640000,-23.520000,-46.640000,2026-02-11 16:37:34.704 UTC
-23.520000,-46.640000,-23.520000,-46.640000,2026-02-11 20:43:58.818 UTC
-23.520000,-46.640000,-23.520000,-46.640000,2026-02-11 14:47:11.203 UTC
-23.520000,-46.640000,-23.520000,-46.640000,2026-02-11 23:17:49.35 UTC
-23.520000,-46.640000,-23.520000,-46.640000,2026-02-11 18:19:12.04 UTC
-23.520000,-46.640000,-23.520000,-46.640000,2026-02-11 14:39:02.089 UTC
-23.520000,-46.640000,-23.520000,-46.640000,2026-02-11 20:36:55.638 UTC
-23.520000,-46.640000,-23.520000,-46.640000,2026-02-11 20:47:22.462 UTC
-23.520000,-46.640000,-23.520000,-46.640000,2026-02-11 14:48:43.33 UTC
-23.520000,-46.640000,-23.520000,-46.640000,2026-02-11 17:56:59.761 UTC
-23.520000,-46.640000,-23.520000,-46.640000,2026-02-11 16:49:25.686 UTC
-23.520000,-46.640000,-23.520000,-46.640000,2026-02-11 14:46:37.218 UTC
34.000000,-118.200000,34.000000,-118.200000,2026-02-11 00:04:59.764 UTC
33.920000,-118.160000,33.920000,-118.160000,2026-02-11 01:50:38.923 UTC
34.200000,-118.280000,34.200000,-118.280000,2026-02-11 01:25:00.027 UTC
34.200000,-118.280000,34.200000,-118.280000,2026-02-11 01:16:15.482 UTC
51.480000,-0.080000,51.480000,-0.080000,2026-02-11 00:24:28.394 UTC
34.040000,-118.160000,34.040000,-118.160000,2026-02-11 17:49:57.706 UTC
34.040000,-118.160000,34.040000,-118.160000,2026-02-11 20:20:17.602 UTC
34.040000,-118.160000,34.040000,-118.160000,2026-02-11 20:26:02.408 UTC
-23.520000,-46.640000,34.040000,-118.160000,2026-02-11 21:15:43.138 UTC
34.040000,-118.160000,34.040000,-118.160000,2026-02-11 17:02:59.087 UTC
33.960000,-118.280000,33.960000,-118.280000,2026-02-11 02:40:40.104 UTC
-33.880000,151.200000,-33.880000,151.200000,2025-12-29 19:26:05.658 UTC
34.080000,-118.160000,33.880000,-118.320000,2025-06-14 17:19:17.729 UTC
34.080000,-118.160000,34.080000,-118.160000,2025-06-14 18:09:18.792 UTC
34.080000,-118.160000,34.080000,-118.160000,2025-06-14 16:57:22.032 UTC
34.120000,-118.280000,34.000000,-118.360000,2025-07-20 19:42:23.218 UTC
34.040000,-118.320000,34.040000,-118.320000,2025-07-20 21:34:03.117 UTC
40.640000,-73.960000,40.640000,-73.960000,2025-07-20 20:42:34.715 UTC
34.000000,-118.080000,34.000000,-118.080000,2025-07-20 21:29:51.268 UTC
34.120000,-118.240000,34.120000,-118.240000,2025-07-20 22:32:22.982 UTC
51.520000,-0.080000,51.520000,-0.080000,2025-07-20 19:24:24.252 UTC
35.600000,139.640000,35.600000,139.640000,2025-07-20 17:13:01.232 UTC
34.120000,-118.320000,34.120000,-118.320000,2025-07-20 19:02:08.142 UTC
51.520000,-0.200000,51.520000,-0.200000,2026-01-07 14:53:39.214 UTC
40.760000,-74.000000,40.760000,-74.000000,2026-01-07 14:44:11.045 UTC
34.160000,-118.360000,34.160000,-118.360000,2026-01-07 00:04:32.067 UTC
34.040000,-118.320000,34.040000,-118.320000,2025-08-27 15:23:26.216 UTC
34.160000,-118.120000,34.160000,-118.120000,2025-08-27 15:08:46.159 UTC
51.520000,-0.040000,51.520000,-0.040000,2025-11-20 13:48:39.065 UTC
34.080000,-118.320000,34.080000,-118.320000,2025-11-20 20:08:09.254 UTC
51.520000,-0.040000,51.520000,-0.040000,2025-11-20 13:37:09.297 UTC
33.880000,-118.320000,33.880000,-118.320000,2025-06-23 03:10:34.62 UTC
35.640000,139.640000,35.640000,139.640000,2025-06-23 02:45:17.245 UTC
34.000000,-118.240000,34.000000,-118.240000,2025-07-12 22:27:10.083 UTC
34.080000,-118.160000,34.080000,-118.160000,2025-07-12 23:09:09.361 UTC
33.880000,-118.320000,33.880000,-118.320000,2025-07-12 22:11:10.753 UTC
34.080000,-118.160000,34.080000,-118.160000,2025-07-12 21:07:09.203 UTC
34.080000,-118.160000,34.080000,-118.160000,2025-07-12 02:49:31.629 UTC
33.880000,-118.320000,33.880000,-118.320000,2025-07-12 02:19:28.23 UTC
-23.560000,-46.600000,-23.560000,-46.600000,2026-02-22 00:38:52.523 UTC
-23.560000,-46.600000,-23.560000,-46.600000,2026-02-22 00:53:12.983 UTC
-23.560000,-46.600000,34.000000,-118.320000,2026-02-22 00:59:05.307 UTC
34.160000,-118.360000,34.160000,-118.360000,2026-02-22 05:52:56.127 UTC
34.200000,-118.280000,34.200000,-118.280000,2026-02-22 21:19:44.871 UTC
34.200000,-118.280000,34.200000,-118.280000,2026-02-22 21:26:59.258 UTC
34.200000,-118.280000,34.200000,-118.280000,2026-02-22 21:48:15.039 UTC
34.200000,-118.280000,34.200000,-118.280000,2026-02-22 20:58:43.84 UTC
34.200000,-118.280000,34.200000,-118.280000,2026-02-22 21:00:55.423 UTC
34.160000,-118.360000,34.120000,-118.360000,2026-02-22 02:31:19.156 UTC
34.000000,-118.240000,34.000000,-118.240000,2026-02-22 23:58:34.342 UTC
33.960000,-118.200000,33.960000,-118.200000,2026-02-22 17:26:23.753 UTC
33.960000,-118.200000,33.960000,-118.200000,2026-02-22 17:26:13.448 UTC
34.160000,-118.360000,34.160000,-118.360000,2026-02-22 03:20:30.757 UTC
34.080000,-118.200000,34.080000,-118.200000,2025-06-30 14:44:56.27 UTC
33.920000,-118.280000,33.920000,-118.280000,2025-06-30 00:01:03.033 UTC
34.040000,-118.320000,34.040000,-118.320000,2025-07-21 15:04:02.169 UTC
33.920000,-118.280000,33.920000,-118.280000,2025-07-21 00:05:57.21 UTC
34.080000,-118.400000,34.080000,-118.400000,2025-07-21 20:31:19.167 UTC
34.040000,-118.160000,34.040000,-118.160000,2025-07-21 16:57:01.186 UTC
34.000000,-118.440000,34.000000,-118.440000,2025-07-21 17:07:45.172 UTC
33.880000,-118.320000,33.880000,-118.320000,2025-06-05 01:37:12.216 UTC
34.080000,-118.160000,34.080000,-118.160000,2025-06-05 01:57:51.251 UTC
34.000000,-118.200000,34.000000,-118.200000,2025-10-17 01:53:23.241 UTC
34.080000,-118.160000,34.080000,-118.160000,2025-10-17 03:22:09.796 UTC
34.080000,-118.160000,34.080000,-118.160000,2025-10-17 03:09:37.645 UTC
34.160000,-118.120000,34.160000,-118.120000,2026-03-11 14:40:51.136 UTC
33.960000,-118.120000,33.960000,-118.120000,2026-01-30 16:02:37.38 UTC
34.080000,-118.160000,34.080000,-118.160000,2026-01-30 23:08:38.369 UTC
34.120000,-118.320000,34.120000,-118.320000,2026-01-30 22:11:27.169 UTC
34.160000,-118.360000,34.160000,-118.360000,2026-01-30 15:37:25.479 UTC
34.120000,-118.200000,34.120000,-118.200000,2026-08-24 15:31:05.348 UTC
34.080000,-118.320000,34.080000,-118.320000,2026-08-24 15:26:11.216 UTC
34.080000,-118.160000,34.080000,-118.160000,2025-12-22 03:44:49.477 UTC
33.920000,-118.240000,33.920000,-118.240000,2025-12-22 00:06:08.016 UTC
33.880000,-118.320000,34.000000,-118.240000,2026-01-24 21:14:04.538 UTC
33.880000,-118.320000,33.880000,-118.320000,2026-01-24 23:18:06.592 UTC
34.080000,-118.160000,34.080000,-118.160000,2026-01-24 21:40:04.204 UTC
33.880000,-118.320000,34.080000,-118.160000,2026-01-24 23:15:42.193 UTC
34.080000,-118.160000,34.080000,-118.160000,2026-01-24 23:31:49.801 UTC
34.080000,-118.320000,34.080000,-118.320000,2026-05-06 16:00:13.272 UTC
33.880000,-118.320000,33.880000,-118.320000,2026-04-04 23:21:36.236 UTC
34.080000,-118.160000,34.080000,-118.160000,2026-04-04 23:15:40.246 UTC
34.080000,-118.160000,34.080000,-118.160000,2026-04-04 23:15:49.381 UTC
33.880000,-118.320000,34.080000,-118.160000,2026-04-04 22:51:37.163 UTC
34.080000,-118.160000,34.080000,-118.160000,2026-04-04 22:28:20.275 UTC
34.000000,-118.200000,34.000000,-118.200000,2025-12-03 16:00:52.312 UTC
34.120000,-118.360000,34.120000,-118.360000,2025-12-03 15:50:19.119 UTC
34.160000,-118.360000,34.160000,-118.360000,2026-07-31 00:54:06.753 UTC
34.080000,-118.280000,34.080000,-118.280000,2026-04-01 14:51:58.124 UTC
33.960000,-118.320000,33.960000,-118.320000,2026-04-01 14:39:35.186 UTC
34.200000,-118.360000,34.200000,-118.360000,2025-12-26 18:42:59.187 UTC
34.120000,-118.320000,34.120000,-118.320000,2025-12-26 22:58:34.261 UTC
40.680000,-74.040000,40.680000,-74.040000,2025-12-26 03:27:38.141 UTC
34.240000,-118.240000,34.240000,-118.240000,2025-12-26 02:49:22.413 UTC
34.080000,-118.280000,34.080000,-118.280000,2026-01-14 15:16:12.222 UTC
34.160000,-118.120000,34.160000,-118.120000,2026-01-14 15:06:30.102 UTC
51.520000,-0.080000,51.520000,-0.080000,2026-07-27 15:06:17.287 UTC
34.160000,-118.360000,34.160000,-118.360000,2025-08-12 14:20:28.137 UTC
33.920000,-118.120000,33.920000,-118.120000,2025-08-15 14:38:26.157 UTC
33.880000,-118.320000,33.880000,-118.320000,2025-08-31 20:41:46.888 UTC
34.080000,-118.160000,34.080000,-118.160000,2025-08-31 21:26:45.492 UTC
34.080000,-118.160000,34.080000,-118.160000,2025-08-31 22:20:29.46 UTC
34.160000,-118.360000,34.160000,-118.360000,2025-08-31 23:23:20.281 UTC
