Event_time,Device_model,Platform,City,State,Country_code,Install_time,App_version,OS_version,Device_category
2025-08-27 14:30:22 UTC,iPhone15ProMax,ios,Pallet Town,Kanto,US,2024-08-05 16:25:04 UTC,0.375.1,18.6.2,mobile_phone
2025-08-27 14:52:53 UTC,iPhone15ProMax,ios,Pallet Town,Kanto,US,2024-08-05 16:25:04 UTC,0.375.1,18.6.2,mobile_phone
2025-04-26 21:23:12 UTC,iPhone15ProMax,ios,Pallet Town,Kanto,US,2024-08-05 16:25:04 UTC,0.357.2,18.4.1,mobile_phone
2024-06-04 18:12:29 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2023-12-26 17:08:09 UTC,0.315.1,17.5.1,phone
2024-06-04 01:51:11 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2023-12-26 17:08:09 UTC,0.315.1,17.5.1,phone
2024-06-04 06:48:58 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2023-12-26 17:08:09 UTC,0.315.1,17.5.1,phone
2024-06-04 15:49:34 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2023-12-26 17:08:09 UTC,0.315.1,17.5.1,phone
2024-11-21 16:46:35 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2024-08-05 16:25:04 UTC,0.339.0,18.1,mobile_phone
2024-05-13 14:04:59 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2023-12-26 17:08:09 UTC,0.311.3,17.4.1,phone
2024-05-13 01:59:53 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2023-12-26 17:08:09 UTC,0.311.3,17.4.1,phone
2025-06-25 22:46:30 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2024-08-05 16:25:04 UTC,0.365.1,18.5,mobile_phone
2025-06-25 02:11:45 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2024-08-05 16:25:04 UTC,0.365.1,18.5,mobile_phone
2025-06-25 05:19:20 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2024-08-05 16:25:04 UTC,0.365.1,18.5,mobile_phone
2025-06-25 18:50:52 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2024-08-05 16:25:04 UTC,0.365.1,18.5,mobile_phone
2023-11-19 21:10:53 UTC,Pixel 4a,android,Pallet Town,Kanto,US,2023-01-04 22:41:42 UTC,0.289.0,13,phone
2024-11-15 14:54:41 UTC,iPhone15ProMax,ios,Ecruteak City,Johto,US,2024-08-05 16:25:04 UTC,0.339.0,18.0.1,mobile_phone
2022-02-27 06:08:31 UTC,SM-G986U,android,Pallet Town,Kanto,US,2022-02-27 06:08:31 UTC,0.229.2,12,phone
2024-02-08 03:40:03 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2023-12-26 17:08:09 UTC,0.299.0,17.2.1,phone
2023-01-13 16:44:52 UTC,SM-G986U,android,Olivine City,Johto,US,2023-01-09 02:58:29 UTC,0.257.1,13,phone
2024-09-05 03:57:44 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2024-08-05 16:25:04 UTC,0.329.2,17.6.1,mobile_phone
2024-09-05 14:59:23 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2024-08-05 16:25:04 UTC,0.329.2,17.6.1,mobile_phone
2024-09-05 18:53:26 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2024-08-05 16:25:04 UTC,0.329.2,17.6.1,mobile_phone
2024-09-05 14:28:37 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2024-08-05 16:25:04 UTC,0.329.2,17.6.1,mobile_phone
2024-09-05 22:06:10 UTC,iPhone15ProMax,ios,Pallet Town,Kanto,US,2024-08-05 16:25:04 UTC,0.329.2,17.6.1,mobile_phone
2024-05-31 00:23:34 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2023-12-26 17:08:09 UTC,0.315.1,17.5.1,phone
2024-05-31 04:53:34 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2023-12-26 17:08:09 UTC,0.315.1,17.5.1,phone
2024-05-31 23:43:35 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2023-12-26 17:08:09 UTC,0.315.1,17.5.1,phone
2024-05-31 04:33:52 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2023-12-26 17:08:09 UTC,0.315.1,17.5.1,phone
2024-05-31 18:56:26 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2023-12-26 17:08:09 UTC,0.315.1,17.5.1,phone
2026-03-04 14:59:28 UTC,iPhone15ProMax,ios,Goldenrod City,Johto,US,2024-08-05 16:25:04 UTC,0.399.1,26.3,mobile_phone
2026-03-04 01:21:43 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2024-08-05 16:25:04 UTC,0.399.1,26.3,mobile_phone
2024-06-08 20:10:13 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2023-12-26 17:08:09 UTC,0.315.2,17.5.1,phone
2024-06-08 08:38:51 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2023-12-26 17:08:09 UTC,0.315.2,17.5.1,phone
2024-06-08 04:11:10 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2023-12-26 17:08:09 UTC,0.315.2,17.5.1,phone
2024-06-08 03:48:21 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2023-12-26 17:08:09 UTC,0.315.2,17.5.1,phone
2024-09-13 02:48:03 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2024-08-05 16:25:04 UTC,0.329.2,17.6.1,mobile_phone
2024-09-13 02:19:38 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2024-08-05 16:25:04 UTC,0.329.2,17.6.1,mobile_phone
2024-09-13 01:45:21 UTC,iPhone15ProMax,ios,Cerulean City,Kanto,US,2024-08-05 16:25:04 UTC,0.329.2,17.6.1,mobile_phone
2024-09-13 07:32:40 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2024-08-05 16:25:04 UTC,0.329.2,17.6.1,mobile_phone
2024-09-13 23:11:44 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2024-08-05 16:25:04 UTC,0.329.2,17.6.1,mobile_phone
2025-01-28 17:20:15 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2024-08-05 16:25:04 UTC,0.345.0,18.2.1,mobile_phone
2025-01-28 00:47:48 UTC,iPhone15ProMax,ios,Goldenrod City,Johto,US,2024-08-05 16:25:04 UTC,0.345.0,18.2.1,mobile_phone
2025-01-28 02:49:15 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2024-08-05 16:25:04 UTC,0.345.0,18.2.1,mobile_phone
2025-05-24 21:51:52 UTC,iPhone15ProMax,ios,Goldenrod City,Johto,US,2024-08-05 16:25:04 UTC,0.361.0,18.4.1,mobile_phone
2025-05-24 21:39:35 UTC,iPhone15ProMax,ios,Goldenrod City,Johto,US,2024-08-05 16:25:04 UTC,0.361.0,18.4.1,mobile_phone
2026-01-01 03:49:06 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2024-08-05 16:25:04 UTC,0.391.1,26.1,mobile_phone
2026-01-01 07:19:43 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2024-08-05 16:25:04 UTC,0.391.1,26.1,mobile_phone
2024-07-15 05:53:23 UTC,iPhone15ProMax,ios,Viridian City,Kanto,US,2023-12-26 17:08:09 UTC,0.319.0,17.5.1,mobile_phone
2024-07-15 04:14:05 UTC,iPhone15ProMax,ios,Viridian City,Kanto,US,2023-12-26 17:08:09 UTC,0.319.0,17.5.1,mobile_phone
2024-07-15 16:33:41 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2023-12-26 17:08:09 UTC,0.319.0,17.5.1,mobile_phone
2024-07-15 03:10:20 UTC,iPhone15ProMax,ios,Viridian City,Kanto,US,2023-12-26 17:08:09 UTC,0.319.0,17.5.1,mobile_phone
2025-05-19 23:32:23 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2024-08-05 16:25:04 UTC,0.361.0,18.4.1,mobile_phone
2026-03-22 08:32:04 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2024-08-05 16:25:04 UTC,0.403.1,26.3.1,mobile_phone
2024-08-12 14:48:00 UTC,iPhone15ProMax,ios,Celadon City,Kanto,US,2024-08-05 16:25:04 UTC,0.325.1,17.6.1,mobile_phone
2024-08-12 14:33:18 UTC,iPhone15ProMax,ios,Celadon City,Kanto,US,2024-08-05 16:25:04 UTC,0.325.1,17.6.1,mobile_phone
2024-08-12 14:21:43 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2024-08-05 16:25:04 UTC,0.325.1,17.6.1,mobile_phone
2024-08-12 01:14:47 UTC,iPhone15ProMax,ios,Cerulean City,Kanto,US,2024-08-05 16:25:04 UTC,0.325.1,17.6.1,mobile_phone
2026-07-17 03:57:40 UTC,iPhone15ProMax,ios,Ecruteak City,Johto,US,2024-08-05 16:25:04 UTC,0.417.6,26.5.2,mobile_phone
2025-04-18 19:45:51 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2024-08-05 16:25:04 UTC,0.357.2,18.4,mobile_phone
2024-06-11 23:11:41 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2023-12-26 17:08:09 UTC,0.315.2,17.5.1,phone
2024-06-11 05:30:04 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2023-12-26 17:08:09 UTC,0.315.2,17.5.1,phone
2023-02-26 01:31:32 UTC,Pixel 4a,android,Olivine City,Johto,US,2023-02-23 19:14:35 UTC,0.261.3,13,phone
2022-05-11 01:19:17 UTC,SM-G986U,android,New Bark Town,Johto,US,2022-04-21 18:52:51 UTC,0.237.0,12,phone
2025-03-12 14:19:39 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2024-08-05 16:25:04 UTC,0.351.0,18.3.1,mobile_phone
2025-03-12 01:20:22 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2024-08-05 16:25:04 UTC,0.351.0,18.3.1,mobile_phone
2024-12-24 23:48:54 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2024-08-05 16:25:04 UTC,0.343.0,18.2,mobile_phone
2026-07-02 19:09:52 UTC,iPhone15ProMax,ios,Cerulean City,Kanto,US,2024-08-05 16:25:04 UTC,0.417.1,26.5,mobile_phone
2025-01-23 14:40:42 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2024-08-05 16:25:04 UTC,0.343.2,18.2.1,mobile_phone
2025-01-23 15:07:50 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2024-08-05 16:25:04 UTC,0.343.2,18.2.1,mobile_phone
2025-01-23 01:28:25 UTC,iPhone15ProMax,ios,Viridian City,Kanto,US,2024-08-05 16:25:04 UTC,0.343.2,18.2.1,mobile_phone
2025-11-01 03:01:32 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2024-08-05 16:25:04 UTC,0.385.0,26.0.1,mobile_phone
2025-11-01 04:09:12 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2024-08-05 16:25:04 UTC,0.385.0,26.0.1,mobile_phone
2025-11-01 23:15:10 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2024-08-05 16:25:04 UTC,0.385.0,26.0.1,mobile_phone
2025-11-01 01:19:27 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2024-08-05 16:25:04 UTC,0.385.0,26.0.1,mobile_phone
2025-11-01 19:22:12 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2024-08-05 16:25:04 UTC,0.385.0,26.0.1,mobile_phone
2024-07-07 17:41:32 UTC,iPhone15ProMax,ios,Pallet Town,Kanto,US,2023-12-26 17:08:09 UTC,0.319.0,17.5.1,mobile_phone
2024-07-07 03:19:58 UTC,iPhone15ProMax,ios,Viridian City,Kanto,US,2023-12-26 17:08:09 UTC,0.319.0,17.5.1,mobile_phone
2024-07-07 21:08:45 UTC,iPhone15ProMax,ios,Pallet Town,Kanto,US,2023-12-26 17:08:09 UTC,0.319.0,17.5.1,mobile_phone
2024-07-07 08:29:39 UTC,iPhone15ProMax,ios,Viridian City,Kanto,US,2023-12-26 17:08:09 UTC,0.319.0,17.5.1,mobile_phone
2024-07-07 04:33:12 UTC,iPhone15ProMax,ios,Viridian City,Kanto,US,2023-12-26 17:08:09 UTC,0.319.0,17.5.1,mobile_phone
2025-06-21 15:04:38 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2024-08-05 16:25:04 UTC,0.365.1,18.5,mobile_phone
2025-06-21 23:48:15 UTC,iPhone15ProMax,ios,Pallet Town,Kanto,US,2024-08-05 16:25:04 UTC,0.365.1,18.5,mobile_phone
2025-06-21 23:59:02 UTC,iPhone15ProMax,ios,Pallet Town,Kanto,US,2024-08-05 16:25:04 UTC,0.365.1,18.5,mobile_phone
2022-03-15 18:47:22 UTC,SM-G986U,android,Pallet Town,Kanto,US,2022-02-27 06:08:31 UTC,0.231.0,12,phone
2022-03-15 15:35:54 UTC,SM-G986U,android,Pallet Town,Kanto,US,2022-02-27 06:08:31 UTC,0.231.0,12,phone
2022-03-15 18:33:12 UTC,SM-G986U,android,Pallet Town,Kanto,US,2022-02-27 06:08:31 UTC,0.231.0,12,phone
2025-09-13 18:17:07 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2024-08-05 16:25:04 UTC,0.377.1,18.6.2,mobile_phone
2025-09-13 03:39:03 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2024-08-05 16:25:04 UTC,0.377.1,18.6.2,mobile_phone
2023-01-24 22:52:44 UTC,SM-G986U,android,Olivine City,Johto,US,2023-01-09 02:58:29 UTC,0.257.1,13,phone
2025-04-28 00:12:23 UTC,iPhone15ProMax,ios,Viridian City,Kanto,US,2024-08-05 16:25:04 UTC,0.357.2,18.4.1,mobile_phone
2022-07-24 04:50:53 UTC,Pixel 4a,android,Cerulean City,Kanto,US,2021-07-01 16:46:46 UTC,0.243.0,12,phone
2024-02-05 06:51:58 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2023-12-26 17:08:09 UTC,0.297.0,17.2.1,phone
2024-02-05 15:20:48 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2023-12-26 17:08:09 UTC,0.297.0,17.2.1,phone
2024-09-21 20:35:37 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2024-08-05 16:25:04 UTC,0.331.1,18.0,mobile_phone
2024-09-21 04:55:32 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2024-08-05 16:25:04 UTC,0.331.1,18.0,mobile_phone
2024-09-21 02:00:53 UTC,iPhone15ProMax,ios,Goldenrod City,Johto,US,2024-08-05 16:25:04 UTC,0.331.1,18.0,mobile_phone
2025-01-31 18:38:16 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2024-08-05 16:25:04 UTC,0.345.0,18.2.1,mobile_phone
2025-01-31 17:35:53 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2024-08-05 16:25:04 UTC,0.345.0,18.2.1,mobile_phone
2022-06-06 06:15:34 UTC,SM-G986U,android,Cerulean City,Kanto,US,2022-06-01 10:44:54 UTC,0.239.0,12,phone
2022-06-02 06:52:18 UTC,SM-G986U,android,Pallet Town,Kanto,US,2022-06-01 10:44:54 UTC,0.239.0,12,phone
2026-07-26 04:07:37 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2024-08-05 16:25:04 UTC,0.421.0,26.5.2,mobile_phone
2025-07-10 01:42:24 UTC,iPhone15ProMax,ios,Goldenrod City,Johto,US,2024-08-05 16:25:04 UTC,0.367.2,18.5,mobile_phone
2025-07-10 14:20:08 UTC,iPhone15ProMax,ios,Olivine City,Johto,US,2024-08-05 16:25:04 UTC,0.367.2,18.5,mobile_phone
2025-06-02 15:09:38 UTC,iPhone15ProMax,ios,Pallet Town,Kanto,US,2024-08-05 16:25:04 UTC,0.361.0,18.5,mobile_phone
2026-03-16 15:06:09 UTC,iPhone15ProMax,ios,Pallet Town,Kanto,US,2024-08-05 16:25:04 UTC,0.401.1,26.3.1,mobile_phone
2023-03-08 23:45:10 UTC,Pixel 4a,android,Olivine City,Johto,US,2023-02-23 19:14:35 UTC,0.263.1,13,phone
2024-07-06 22:43:12 UTC,iPhone15ProMax,ios,Viridian City,Kanto,US,2023-12-26 17:08:09 UTC,0.319.0,17.5.1,mobile_phone
